Agency,Driver Area,Race,Year,Agency Type,type,statistic
Dover Police,Dover, Hispanic,2018,police,Traffic Stop Count,14
Essex Police,Essex, White,2014,police,Traffic Stop Count,881
Essex Police,Essex, Black,2014,police,Traffic Stop Count,21
Essex Police,Essex, Asian,2014,police,Traffic Stop Count,13
Essex Police,Essex, Hispanic,2014,police,Traffic Stop Count,12
Essex Police,Essex, White,2015,police,Traffic Stop Count,3472
Essex Police,Essex, Black,2015,police,Traffic Stop Count,97
Essex Police,Essex, Asian,2015,police,Traffic Stop Count,93
Essex Police,Essex, Hispanic,2015,police,Traffic Stop Count,33
Essex Police,Essex, White,2016,police,Traffic Stop Count,3277
Essex Police,Essex, Black,2016,police,Traffic Stop Count,112
Essex Police,Essex, Asian,2016,police,Traffic Stop Count,89
Essex Police,Essex, Hispanic,2016,police,Traffic Stop Count,31
Essex Police,Essex, White,2017,police,Traffic Stop Count,1856
Essex Police,Essex, Black,2017,police,Traffic Stop Count,82
Essex Police,Essex, Asian,2017,police,Traffic Stop Count,68
Essex Police,Essex, Hispanic,2017,police,Traffic Stop Count,22
Essex Police,Essex, White,2018,police,Traffic Stop Count,3537
Essex Police,Essex, Black,2018,police,Traffic Stop Count,164
Essex Police,Essex, Asian,2018,police,Traffic Stop Count,108
Essex Police,Essex, Hispanic,2018,police,Traffic Stop Count,43
Essex Police,Essex, White,2019,police,Traffic Stop Count,4150
Essex Police,Essex, Black,2019,police,Traffic Stop Count,206
Essex Police,Essex, Asian,2019,police,Traffic Stop Count,135
Essex Police,Essex, Hispanic,2019,police,Traffic Stop Count,47
Fair Haven Police,Fair Haven, White,2015,police,Traffic Stop Count,356
Fair Haven Police,Fair Haven, Black,2015,police,Traffic Stop Count,4
Fair Haven Police,Fair Haven, Asian,2015,police,Traffic Stop Count,3
Fair Haven Police,Fair Haven, White,2017,police,Traffic Stop Count,1312
Fair Haven Police,Fair Haven, Black,2017,police,Traffic Stop Count,24
Fair Haven Police,Fair Haven, Asian,2017,police,Traffic Stop Count,20
Fair Haven Police,Fair Haven, Hispanic,2017,police,Traffic Stop Count,10
Fair Haven Police,Fair Haven, White,2018,police,Traffic Stop Count,372
Fair Haven Police,Fair Haven, Black,2018,police,Traffic Stop Count,10
Fair Haven Police,Fair Haven, Asian,2018,police,Traffic Stop Count,5
Fair Haven Police,Fair Haven, Hispanic,2018,police,Traffic Stop Count,12
Fairlee Police,Fairlee, White,2015,police,Traffic Stop Count,106
Fairlee Police,Fairlee, Black,2015,police,Traffic Stop Count,3
Fairlee Police,Fairlee, Hispanic,2015,police,Traffic Stop Count,1
Fairlee Police,Fairlee, White,2017,police,Traffic Stop Count,22
Fairlee Police,Fairlee, White,2018,police,Traffic Stop Count,44
Fairlee Police,Fairlee, Hispanic,2018,police,Traffic Stop Count,1
Franklin County Sheriff,Franklin County, White,2017,sheriff,Traffic Stop Count,1392
Franklin County Sheriff,Franklin County, Black,2017,sheriff,Traffic Stop Count,11
Franklin County Sheriff,Franklin County, Asian,2017,sheriff,Traffic Stop Count,15
Franklin County Sheriff,Franklin County, White,2018,sheriff,Traffic Stop Count,1365
Franklin County Sheriff,Franklin County, Black,2018,sheriff,Traffic Stop Count,11
Franklin County Sheriff,Franklin County, Asian,2018,sheriff,Traffic Stop Count,2
Franklin County Sheriff,Franklin County, Hispanic,2018,sheriff,Traffic Stop Count,3
Grand Isle Sheriff,Grand Isle County, White,2014,sheriff,Traffic Stop Count,505
Grand Isle Sheriff,Grand Isle County, Black,2014,sheriff,Traffic Stop Count,4
Grand Isle Sheriff,Grand Isle County, Asian,2014,sheriff,Traffic Stop Count,4
Grand Isle Sheriff,Grand Isle County, Hispanic,2014,sheriff,Traffic Stop Count,2
Grand Isle Sheriff,Grand Isle County, White,2015,sheriff,Traffic Stop Count,2574
Grand Isle Sheriff,Grand Isle County, Black,2015,sheriff,Traffic Stop Count,31
Grand Isle Sheriff,Grand Isle County, Asian,2015,sheriff,Traffic Stop Count,19
Grand Isle Sheriff,Grand Isle County, Hispanic,2015,sheriff,Traffic Stop Count,17
Grand Isle Sheriff,Grand Isle County, White,2016,sheriff,Traffic Stop Count,1114
Grand Isle Sheriff,Grand Isle County, Black,2016,sheriff,Traffic Stop Count,26
Grand Isle Sheriff,Grand Isle County, Asian,2016,sheriff,Traffic Stop Count,8
Grand Isle Sheriff,Grand Isle County, Hispanic,2016,sheriff,Traffic Stop Count,9
Grand Isle Sheriff,Grand Isle County, White,2017,sheriff,Traffic Stop Count,1951
Grand Isle Sheriff,Grand Isle County, Black,2017,sheriff,Traffic Stop Count,36
Grand Isle Sheriff,Grand Isle County, Asian,2017,sheriff,Traffic Stop Count,11
Grand Isle Sheriff,Grand Isle County, Hispanic,2017,sheriff,Traffic Stop Count,18
Grand Isle Sheriff,Grand Isle County, White,2018,sheriff,Traffic Stop Count,2058
Grand Isle Sheriff,Grand Isle County, Black,2018,sheriff,Traffic Stop Count,33
Grand Isle Sheriff,Grand Isle County, Asian,2018,sheriff,Traffic Stop Count,18
Grand Isle Sheriff,Grand Isle County, Hispanic,2018,sheriff,Traffic Stop Count,17
Hardwick Police,Hardwick, White,2015,police,Traffic Stop Count,193
Hardwick Police,Hardwick, Black,2015,police,Traffic Stop Count,1
Hardwick Police,Hardwick, Asian,2015,police,Traffic Stop Count,1
Hardwick Police,Hardwick, Hispanic,2015,police,Traffic Stop Count,1
Hardwick Police,Hardwick, White,2016,police,Traffic Stop Count,685
Hardwick Police,Hardwick, Black,2016,police,Traffic Stop Count,14
Hardwick Police,Hardwick, Asian,2016,police,Traffic Stop Count,4
Hardwick Police,Hardwick, Hispanic,2016,police,Traffic Stop Count,1
Hardwick Police,Hardwick, White,2017,police,Traffic Stop Count,495
Hardwick Police,Hardwick, Black,2017,police,Traffic Stop Count,10
Hardwick Police,Hardwick, Asian,2017,police,Traffic Stop Count,3
Hardwick Police,Hardwick, White,2018,police,Traffic Stop Count,318
Hardwick Police,Hardwick, Black,2018,police,Traffic Stop Count,11
Hartford Police,Hartford, White,2015,police,Traffic Stop Count,254
Hartford Police,Hartford, Black,2015,police,Traffic Stop Count,10
Hartford Police,Hartford, Asian,2015,police,Traffic Stop Count,10
Hartford Police,Hartford, Hispanic,2015,police,Traffic Stop Count,9
Hartford Police,Hartford, White,2016,police,Traffic Stop Count,727
Hartford Police,Hartford, Black,2016,police,Traffic Stop Count,23
Hartford Police,Hartford, Asian,2016,police,Traffic Stop Count,15
Hartford Police,Hartford, Hispanic,2016,police,Traffic Stop Count,13
Hartford Police,Hartford, White,2017,police,Traffic Stop Count,2145
Hartford Police,Hartford, Black,2017,police,Traffic Stop Count,82
Hartford Police,Hartford, Asian,2017,police,Traffic Stop Count,75
Hartford Police,Hartford, Hispanic,2017,police,Traffic Stop Count,42
Hartford Police,Hartford, White,2018,police,Traffic Stop Count,2225
Hartford Police,Hartford, Black,2018,police,Traffic Stop Count,101
Hartford Police,Hartford, Asian,2018,police,Traffic Stop Count,80
Hartford Police,Hartford, Hispanic,2018,police,Traffic Stop Count,43
Hinesburg Police,Hinesburg, White,2014,police,Traffic Stop Count,221
Hinesburg Police,Hinesburg, Black,2014,police,Traffic Stop Count,8
Hinesburg Police,Hinesburg, Asian,2014,police,Traffic Stop Count,4
Hinesburg Police,Hinesburg, Hispanic,2014,police,Traffic Stop Count,1
Hinesburg Police,Hinesburg, White,2015,police,Traffic Stop Count,522
Hinesburg Police,Hinesburg, Black,2015,police,Traffic Stop Count,4
Hinesburg Police,Hinesburg, Asian,2015,police,Traffic Stop Count,6
Hinesburg Police,Hinesburg, Hispanic,2015,police,Traffic Stop Count,3
Hinesburg Police,Hinesburg, White,2016,police,Traffic Stop Count,121
Hinesburg Police,Hinesburg, Black,2016,police,Traffic Stop Count,2
Hinesburg Police,Hinesburg, Hispanic,2016,police,Traffic Stop Count,1
Hinesburg Police,Hinesburg, White,2017,police,Traffic Stop Count,1622
Hinesburg Police,Hinesburg, Black,2017,police,Traffic Stop Count,28
Hinesburg Police,Hinesburg, Asian,2017,police,Traffic Stop Count,14
Hinesburg Police,Hinesburg, Hispanic,2017,police,Traffic Stop Count,6
Hinesburg Police,Hinesburg, White,2018,police,Traffic Stop Count,1394
Hinesburg Police,Hinesburg, Black,2018,police,Traffic Stop Count,30
Hinesburg Police,Hinesburg, Asian,2018,police,Traffic Stop Count,16
Hinesburg Police,Hinesburg, Hispanic,2018,police,Traffic Stop Count,6
Killington Police,Killington, White,2015,police,Traffic Stop Count,47
Killington Police,Killington, Asian,2015,police,Traffic Stop Count,2
Killington Police,Killington, Hispanic,2015,police,Traffic Stop Count,2
Killington Police,Killington, White,2016,police,Traffic Stop Count,214
Killington Police,Killington, Black,2016,police,Traffic Stop Count,3
Killington Police,Killington, Asian,2016,police,Traffic Stop Count,5
Killington Police,Killington, Hispanic,2016,police,Traffic Stop Count,2
Killington Police,Killington, White,2017,police,Traffic Stop Count,471
Killington Police,Killington, Black,2017,police,Traffic Stop Count,12
Killington Police,Killington, Asian,2017,police,Traffic Stop Count,7
Killington Police,Killington, Hispanic,2017,police,Traffic Stop Count,7
Killington Police,Killington, White,2018,police,Traffic Stop Count,456
Killington Police,Killington, Black,2018,police,Traffic Stop Count,11
Killington Police,Killington, Asian,2018,police,Traffic Stop Count,11
Killington Police,Killington, Hispanic,2018,police,Traffic Stop Count,3
Lamoille County Sheriff,Lamoille County, White,2018,sheriff,Traffic Stop Count,1730
Lamoille County Sheriff,Lamoille County, Black,2018,sheriff,Traffic Stop Count,41
Lamoille County Sheriff,Lamoille County, Asian,2018,sheriff,Traffic Stop Count,5
Lamoille County Sheriff,Lamoille County, Hispanic,2018,sheriff,Traffic Stop Count,6
Ludlow Police,Ludlow, White,2017,police,Traffic Stop Count,5
Lyndon Police,Lyndon, White,2017,police,Traffic Stop Count,120
Lyndon Police,Lyndon, Black,2017,police,Traffic Stop Count,5
Lyndon Police,Lyndon, White,2018,police,Traffic Stop Count,322
Lyndon Police,Lyndon, Black,2018,police,Traffic Stop Count,5
Lyndon Police,Lyndon, Asian,2018,police,Traffic Stop Count,2
Lyndon Police,Lyndon, Hispanic,2018,police,Traffic Stop Count,2
Manchester Police,Manchester, White,2014,police,Traffic Stop Count,314
Manchester Police,Manchester, Black,2014,police,Traffic Stop Count,4
Manchester Police,Manchester, Asian,2014,police,Traffic Stop Count,2
Manchester Police,Manchester, Hispanic,2014,police,Traffic Stop Count,2
Manchester Police,Manchester, White,2015,police,Traffic Stop Count,1268
Manchester Police,Manchester, Black,2015,police,Traffic Stop Count,35
Manchester Police,Manchester, Asian,2015,police,Traffic Stop Count,18
Manchester Police,Manchester, Hispanic,2015,police,Traffic Stop Count,14
Manchester Police,Manchester, White,2016,police,Traffic Stop Count,878
Manchester Police,Manchester, Black,2016,police,Traffic Stop Count,23
Manchester Police,Manchester, Asian,2016,police,Traffic Stop Count,14
Manchester Police,Manchester, Hispanic,2016,police,Traffic Stop Count,6
Manchester Police,Manchester, White,2018,police,Traffic Stop Count,984
Manchester Police,Manchester, Black,2018,police,Traffic Stop Count,16
Manchester Police,Manchester, Asian,2018,police,Traffic Stop Count,10
Manchester Police,Manchester, Hispanic,2018,police,Traffic Stop Count,6
Middlebury Police,Middlebury, White,2014,police,Traffic Stop Count,321
Middlebury Police,Middlebury, Black,2014,police,Traffic Stop Count,11
Middlebury Police,Middlebury, Asian,2014,police,Traffic Stop Count,7
Middlebury Police,Middlebury, Hispanic,2014,police,Traffic Stop Count,2
Middlebury Police,Middlebury, White,2015,police,Traffic Stop Count,752
Middlebury Police,Middlebury, Black,2015,police,Traffic Stop Count,17
Middlebury Police,Middlebury, Asian,2015,police,Traffic Stop Count,13
Middlebury Police,Middlebury, Hispanic,2015,police,Traffic Stop Count,5
Middlebury Police,Middlebury, White,2016,police,Traffic Stop Count,129
Middlebury Police,Middlebury, Black,2016,police,Traffic Stop Count,2
Middlebury Police,Middlebury, Asian,2016,police,Traffic Stop Count,1
Middlebury Police,Middlebury, Hispanic,2016,police,Traffic Stop Count,2
Middlebury Police,Middlebury, White,2017,police,Traffic Stop Count,792
Middlebury Police,Middlebury, Black,2017,police,Traffic Stop Count,23
Middlebury Police,Middlebury, Asian,2017,police,Traffic Stop Count,18
Middlebury Police,Middlebury, White,2018,police,Traffic Stop Count,1213
Middlebury Police,Middlebury, Black,2018,police,Traffic Stop Count,34
Middlebury Police,Middlebury, Asian,2018,police,Traffic Stop Count,23
Middlebury Police,Middlebury, Hispanic,2018,police,Traffic Stop Count,13
Milton Police,Milton, White,2014,police,Traffic Stop Count,957
Milton Police,Milton, Black,2014,police,Traffic Stop Count,11
Milton Police,Milton, Asian,2014,police,Traffic Stop Count,6
Milton Police,Milton, Hispanic,2014,police,Traffic Stop Count,2
Milton Police,Milton, White,2015,police,Traffic Stop Count,2968
Milton Police,Milton, Black,2015,police,Traffic Stop Count,54
Milton Police,Milton, Asian,2015,police,Traffic Stop Count,34
Milton Police,Milton, Hispanic,2015,police,Traffic Stop Count,16
Milton Police,Milton, White,2016,police,Traffic Stop Count,890
Milton Police,Milton, Black,2016,police,Traffic Stop Count,13
Milton Police,Milton, Asian,2016,police,Traffic Stop Count,10
Milton Police,Milton, Hispanic,2016,police,Traffic Stop Count,5
Milton Police,Milton, White,2017,police,Traffic Stop Count,2942
Milton Police,Milton, Black,2017,police,Traffic Stop Count,55
Milton Police,Milton, Asian,2017,police,Traffic Stop Count,23
Milton Police,Milton, Hispanic,2017,police,Traffic Stop Count,10
Milton Police,Milton, White,2018,police,Traffic Stop Count,3278
Milton Police,Milton, Black,2018,police,Traffic Stop Count,60
Milton Police,Milton, Asian,2018,police,Traffic Stop Count,30
Milton Police,Milton, Hispanic,2018,police,Traffic Stop Count,5
Milton Police,Milton, White,2019,police,Traffic Stop Count,3625
Milton Police,Milton, Black,2019,police,Traffic Stop Count,122
Milton Police,Milton, Asian,2019,police,Traffic Stop Count,42
Milton Police,Milton, Hispanic,2019,police,Traffic Stop Count,19
Montpelier Police,Montpelier, White,2014,police,Traffic Stop Count,571
Montpelier Police,Montpelier, Black,2014,police,Traffic Stop Count,7
Montpelier Police,Montpelier, Asian,2014,police,Traffic Stop Count,13
Montpelier Police,Montpelier, Hispanic,2014,police,Traffic Stop Count,7
Montpelier Police,Montpelier, White,2015,police,Traffic Stop Count,1756
Montpelier Police,Montpelier, Black,2015,police,Traffic Stop Count,40
Montpelier Police,Montpelier, Asian,2015,police,Traffic Stop Count,25
Montpelier Police,Montpelier, Hispanic,2015,police,Traffic Stop Count,13
Montpelier Police,Montpelier, White,2016,police,Traffic Stop Count,562
Montpelier Police,Montpelier, Black,2016,police,Traffic Stop Count,11
Montpelier Police,Montpelier, Asian,2016,police,Traffic Stop Count,2
Montpelier Police,Montpelier, Hispanic,2016,police,Traffic Stop Count,5
Montpelier Police,Montpelier, White,2017,police,Traffic Stop Count,2274
Montpelier Police,Montpelier, Black,2017,police,Traffic Stop Count,37
Montpelier Police,Montpelier, Asian,2017,police,Traffic Stop Count,29
Montpelier Police,Montpelier, Hispanic,2017,police,Traffic Stop Count,7
Montpelier Police,Montpelier, White,2018,police,Traffic Stop Count,1904
Montpelier Police,Montpelier, Black,2018,police,Traffic Stop Count,29
Montpelier Police,Montpelier, Asian,2018,police,Traffic Stop Count,23
Montpelier Police,Montpelier, Hispanic,2018,police,Traffic Stop Count,10
Morristown Police,Morristown, White,2017,police,Traffic Stop Count,795
Morristown Police,Morristown, Black,2017,police,Traffic Stop Count,13
Morristown Police,Morristown, Asian,2017,police,Traffic Stop Count,3
Morristown Police,Morristown, Hispanic,2017,police,Traffic Stop Count,5
Morristown Police,Morristown, White,2018,police,Traffic Stop Count,697
Morristown Police,Morristown, Black,2018,police,Traffic Stop Count,17
Morristown Police,Morristown, Hispanic,2018,police,Traffic Stop Count,9
Newport Police,Newport, White,2015,police,Traffic Stop Count,55
Newport Police,Newport, Asian,2015,police,Traffic Stop Count,1
Newport Police,Newport, White,2016,police,Traffic Stop Count,612
Newport Police,Newport, Black,2016,police,Traffic Stop Count,12
Newport Police,Newport, Asian,2016,police,Traffic Stop Count,4
Newport Police,Newport, Hispanic,2016,police,Traffic Stop Count,6
Newport Police,Newport, White,2017,police,Traffic Stop Count,1276
Newport Police,Newport, Black,2017,police,Traffic Stop Count,19
Newport Police,Newport, Asian,2017,police,Traffic Stop Count,4
Newport Police,Newport, Hispanic,2017,police,Traffic Stop Count,3
Newport Police,Newport, White,2018,police,Traffic Stop Count,1099
Newport Police,Newport, Black,2018,police,Traffic Stop Count,16
Newport Police,Newport, Asian,2018,police,Traffic Stop Count,3
Newport Police,Newport, Hispanic,2018,police,Traffic Stop Count,6
